0,3.419051, 1.398105 
1,6.717860, 2.394798 
2,2.406121, 8.599318 
3,1.273927, 8.273887 
4,3.056352, 4.171270 
5,6.855513, 12.530749 
6,7.384656, 1.331728 
7,0.659291, 1.020790 
8,5.221770, 11.230799 
9,1.119713, 5.423919 
10,1.525423, 6.152837 
11,2.269960, 0.124918 
12,8.890082, 5.839705 
13,1.956470, 6.658710 
14,11.450543, 23.183985 
15,26.291019, 1.955241 
16,9.187794, 1.211120 
17,20.335316, 3.373956 
18,7.321396, 2.938358 
19,4.929857, 2.349140 
20,6.039066, 12.142421 
21,27.578325, 0.649363 
22,1.123610, 9.760684 
23,1.000178, 9.525592 
24,8.238257, 19.161297 
25,0.261282, 1.224219 
26,0.763890, 6.443683 
27,4.036642, 9.548588 
28,6.063507, 14.332883 
29,4.864170, 9.289936 
30,0.237807, 2.594254 
31,7.814234, 2.981150 
32,3.729833, 2.597719 
33,13.500738, 4.920914 
34,0.597795, 20.014082 
35,2.432487, 6.412854 
36,1.739762, 3.489967 
37,3.870776, 11.796809 
38,6.238029, 8.670416 
39,17.204496, 22.094955 
40,12.094854, 3.955755 
41,0.615112, 4.455425 
42,10.696007, 4.628196 
43,3.586852, 8.620386 
44,10.548535, 8.837484 
45,8.030891, 13.598214 
46,0.405645, 2.100329 
47,14.211186, 23.049614 
48,6.108692, 5.317089 
49,10.360121, 1.465858 
50,1.182852, 4.685763 
51,16.727743, 5.356922 
52,1.516915, 8.386614 
53,14.179528, 10.254387 
54,3.853796, 10.009691 
55,4.334850, 2.391098 
56,2.509331, 0.869367 
57,10.759034, 3.690217 
58,0.012948, 1.793359 
59,5.885108, 16.042059 
60,11.109943, 5.291060 
61,7.827742, 6.976487 
62,11.204251, 1.602382 
63,0.248458, 2.463811 
64,0.288544, 3.166754 
65,3.187203, 1.874717 
66,4.897133, 2.451932 
67,0.454810, 7.692097 
68,3.540471, 0.431238 
69,6.524157, 3.346862 
70,7.025262, 1.098428 
71,1.120620, 21.322952 
72,5.084540, 4.299335 
73,3.476894, 0.876247 
74,2.373780, 29.001522 
75,0.640520, 0.072641 
76,8.137480, 5.654237 
77,1.545080, 21.706017 
78,3.218276, 2.348133 
79,3.496525, 1.567696 
80,12.892315, 4.136559 
81,9.463711, 6.540942 
82,4.093787, 7.438004 
83,0.215396, 1.231322 
84,8.894390, 3.494555 
85,3.794699, 1.689756 
86,2.075710, 3.131961 
87,3.232125, 3.791662 
88,4.454112, 3.945526 
89,4.378926, 7.283578 
90,22.590343, 0.964624 
91,7.171313, 16.862141 
92,4.217393, 2.691885 
93,15.876498, 1.123459 
94,1.131134, 0.502272 
95,3.422945, 0.435158 
96,2.024103, 5.272495 
97,19.988171, 33.151085 
98,2.722528, 4.630246 
99,2.573860, 8.934809 
100,1.381016, 1.798840 
101,9.160197, 14.932943 
102,6.389203, 4.641533 
103,3.652311, 0.224073 
104,5.280320, 3.564615 
105,18.690292, 0.513194 
106,3.664825, 7.981088 
107,7.997173, 4.234474 
108,2.708836, 4.112424 
109,4.358519, 9.964854 
110,8.097060, 5.228092 
111,13.784517, 1.515844 
112,19.878166, 2.720729 
113,24.343166, 7.481025 
114,13.104685, 4.075253 
115,7.843671, 5.351876 
116,1.296079, 3.651822 
117,16.723656, 8.801467 
118,5.285959, 0.114640 
119,17.101860, 2.312128 
120,16.077129, 0.183565 
121,2.946874, 4.030161 
122,0.543126, 1.157111 
123,1.871564, 7.507991 
124,0.030282, 4.766816 
125,0.262291, 9.120034 
126,3.369562, 13.497288 
127,0.962303, 13.066813 
128,1.632823, 4.833735 
129,0.091968, 2.625145 
130,9.188748, 5.302687 
131,6.415979, 2.241936 
132,6.678588, 8.301335 
133,19.505507, 0.037735 
134,5.050959, 10.740999 
135,3.963175, 3.393211 
136,14.777737, 1.954515 
137,4.391423, 14.579933 
138,5.180227, 8.068907 
139,0.094780, 1.421883 
140,4.968481, 10.361338 
141,5.179509, 0.961587 
142,7.340346, 1.551334 
143,5.290029, 3.608505 
144,2.905874, 9.522845 
145,2.688523, 13.645344 
146,7.696309, 1.935890 
147,1.486234, 4.245102 
148,2.952868, 16.474068 
149,2.038885, 1.796655 
150,4.190171, 23.846531 
151,0.242046, 3.444503 
152,17.592379, 0.884619 
153,12.617368, 32.647285 
154,23.242157, 23.885326 
155,2.040937, 2.003398 
156,4.403819, 6.403259 
157,2.202838, 3.109807 
158,9.711021, 0.261187 
159,12.659738, 1.643328 
160,1.090468, 0.655884 
161,12.686161, 13.292657 
162,5.544895, 4.116872 
163,1.632286, 24.009815 
164,1.313587, 1.546953 
165,3.092864, 7.049923 
166,4.560622, 12.367927 
167,11.298095, 0.822981 
168,5.014959, 0.070921 
169,1.123695, 10.626749 
170,3.310450, 3.680806 
171,0.224716, 7.169632 
172,3.965988, 3.508442 
173,5.510265, 2.992282 
174,2.287092, 1.270887 
175,10.010845, 1.783376 
176,2.733987, 12.126753 
177,9.602165, 5.012126 
178,8.653439, 9.013015 
179,0.868982, 1.914595 
180,7.814181, 12.027723 
181,4.476695, 17.992260 
182,3.215744, 1.935118 
183,1.559161, 2.788433 
184,1.105334, 0.937053 
185,4.704238, 0.135875 
186,2.109869, 0.171099 
187,3.646071, 2.695309 
188,5.794514, 4.579393 
189,6.255592, 0.923387 
190,1.187844, 26.478531 
191,3.206131, 12.213590 
192,0.399611, 2.943953 
193,4.528286, 5.254809 
194,1.240718, 0.408372 
195,7.645703, 21.041618 
196,3.157593, 18.895260 
197,2.832638, 3.438333 
198,15.073353, 14.193961 
199,0.763228, 0.800449 
200,3.486976, 5.747473 
201,9.581429, 4.857534 
202,8.159031, 20.220989 
203,1.458390, 2.725235 
204,7.308536, 20.915611 
205,13.410407, 12.810797 
206,5.364441, 4.598530 
207,5.963212, 19.179003 
208,2.184064, 0.866012 
209,0.078088, 0.383231 
210,2.883751, 0.716252 
211,0.413858, 2.814229 
212,2.089952, 19.480478 
213,2.118568, 15.039902 
214,6.327722, 10.977793 
215,15.043758, 23.124317 
216,4.263556, 3.951781 
217,3.829172, 12.553645 
218,7.306265, 7.351102 
219,11.557582, 10.492185 
220,6.679231, 8.594735 
221,0.790204, 2.814998 
222,9.304707, 0.320548 
223,0.854321, 0.183573 
224,2.770983, 0.684322 
225,16.346533, 2.512193 
226,4.094028, 2.805711 
227,5.196299, 0.382970 
228,11.842042, 7.737958 
229,7.198251, 0.380709 
230,3.228979, 9.093891 
